date_key,date_value,year,quarter,month,month_name,week_of_year,day_of_month,weekday_name,is_weekend,day_of_year
20250225,2025-02-25,2025,1,2,February,9,25,Tuesday,0,56
20250226,2025-02-26,2025,1,2,February,9,26,Wednesday,0,57
20250227,2025-02-27,2025,1,2,February,9,27,Thursday,0,58
20250228,2025-02-28,2025,1,2,February,9,28,Friday,0,59
20250301,2025-03-01,2025,1,3,March,9,1,Saturday,1,60
20250302,2025-03-02,2025,1,3,March,9,2,Sunday,1,61
20250303,2025-03-03,2025,1,3,March,10,3,Monday,0,62
20250304,2025-03-04,2025,1,3,March,10,4,Tuesday,0,63
20250305,2025-03-05,2025,1,3,March,10,5,Wednesday,0,64
20250306,2025-03-06,2025,1,3,March,10,6,Thursday,0,65
20250307,2025-03-07,2025,1,3,March,10,7,Friday,0,66
20250308,2025-03-08,2025,1,3,March,10,8,Saturday,1,67
20250309,2025-03-09,2025,1,3,March,10,9,Sunday,1,68
20250310,2025-03-10,2025,1,3,March,11,10,Monday,0,69
20250311,2025-03-11,2025,1,3,March,11,11,Tuesday,0,70
20250312,2025-03-12,2025,1,3,March,11,12,Wednesday,0,71
20250313,2025-03-13,2025,1,3,March,11,13,Thursday,0,72
20250314,2025-03-14,2025,1,3,March,11,14,Friday,0,73
20250315,2025-03-15,2025,1,3,March,11,15,Saturday,1,74
20250316,2025-03-16,2025,1,3,March,11,16,Sunday,1,75
20250317,2025-03-17,2025,1,3,March,12,17,Monday,0,76
20250318,2025-03-18,2025,1,3,March,12,18,Tuesday,0,77
20250319,2025-03-19,2025,1,3,March,12,19,Wednesday,0,78
20250320,2025-03-20,2025,1,3,March,12,20,Thursday,0,79
20250321,2025-03-21,2025,1,3,March,12,21,Friday,0,80
20250322,2025-03-22,2025,1,3,March,12,22,Saturday,1,81
20250323,2025-03-23,2025,1,3,March,12,23,Sunday,1,82
20250324,2025-03-24,2025,1,3,March,13,24,Monday,0,83
20250325,2025-03-25,2025,1,3,March,13,25,Tuesday,0,84
20250326,2025-03-26,2025,1,3,March,13,26,Wednesday,0,85
20250327,2025-03-27,2025,1,3,March,13,27,Thursday,0,86
20250328,2025-03-28,2025,1,3,March,13,28,Friday,0,87
20250329,2025-03-29,2025,1,3,March,13,29,Saturday,1,88
20250330,2025-03-30,2025,1,3,March,13,30,Sunday,1,89
20250331,2025-03-31,2025,1,3,March,14,31,Monday,0,90
20250401,2025-04-01,2025,2,4,April,14,1,Tuesday,0,91
20250402,2025-04-02,2025,2,4,April,14,2,Wednesday,0,92
20250403,2025-04-03,2025,2,4,April,14,3,Thursday,0,93
20250404,2025-04-04,2025,2,4,April,14,4,Friday,0,94
20250405,2025-04-05,2025,2,4,April,14,5,Saturday,1,95
20250406,2025-04-06,2025,2,4,April,14,6,Sunday,1,96
20250407,2025-04-07,2025,2,4,April,15,7,Monday,0,97
20250408,2025-04-08,2025,2,4,April,15,8,Tuesday,0,98
20250409,2025-04-09,2025,2,4,April,15,9,Wednesday,0,99
20250410,2025-04-10,2025,2,4,April,15,10,Thursday,0,100
20250411,2025-04-11,2025,2,4,April,15,11,Friday,0,101
20250412,2025-04-12,2025,2,4,April,15,12,Saturday,1,102
20250413,2025-04-13,2025,2,4,April,15,13,Sunday,1,103
20250414,2025-04-14,2025,2,4,April,16,14,Monday,0,104
20250415,2025-04-15,2025,2,4,April,16,15,Tuesday,0,105
20250416,2025-04-16,2025,2,4,April,16,16,Wednesday,0,106
20250417,2025-04-17,2025,2,4,April,16,17,Thursday,0,107
20250418,2025-04-18,2025,2,4,April,16,18,Friday,0,108
20250419,2025-04-19,2025,2,4,April,16,19,Saturday,1,109
20250420,2025-04-20,2025,2,4,April,16,20,Sunday,1,110
20250421,2025-04-21,2025,2,4,April,17,21,Monday,0,111
20250422,2025-04-22,2025,2,4,April,17,22,Tuesday,0,112
20250423,2025-04-23,2025,2,4,April,17,23,Wednesday,0,113
20250424,2025-04-24,2025,2,4,April,17,24,Thursday,0,114
20250425,2025-04-25,2025,2,4,April,17,25,Friday,0,115
20250426,2025-04-26,2025,2,4,April,17,26,Saturday,1,116
20250427,2025-04-27,2025,2,4,April,17,27,Sunday,1,117
20250428,2025-04-28,2025,2,4,April,18,28,Monday,0,118
20250429,2025-04-29,2025,2,4,April,18,29,Tuesday,0,119
20250430,2025-04-30,2025,2,4,April,18,30,Wednesday,0,120
20250501,2025-05-01,2025,2,5,May,18,1,Thursday,0,121
20250502,2025-05-02,2025,2,5,May,18,2,Friday,0,122
20250503,2025-05-03,2025,2,5,May,18,3,Saturday,1,123
20250504,2025-05-04,2025,2,5,May,18,4,Sunday,1,124
20250505,2025-05-05,2025,2,5,May,19,5,Monday,0,125
20250506,2025-05-06,2025,2,5,May,19,6,Tuesday,0,126
20250507,2025-05-07,2025,2,5,May,19,7,Wednesday,0,127
20250508,2025-05-08,2025,2,5,May,19,8,Thursday,0,128
20250509,2025-05-09,2025,2,5,May,19,9,Friday,0,129
20250510,2025-05-10,2025,2,5,May,19,10,Saturday,1,130
20250511,2025-05-11,2025,2,5,May,19,11,Sunday,1,131
20250512,2025-05-12,2025,2,5,May,20,12,Monday,0,132
20250513,2025-05-13,2025,2,5,May,20,13,Tuesday,0,133
20250514,2025-05-14,2025,2,5,May,20,14,Wednesday,0,134
20250515,2025-05-15,2025,2,5,May,20,15,Thursday,0,135
20250516,2025-05-16,2025,2,5,May,20,16,Friday,0,136
20250517,2025-05-17,2025,2,5,May,20,17,Saturday,1,137
20250518,2025-05-18,2025,2,5,May,20,18,Sunday,1,138
20250519,2025-05-19,2025,2,5,May,21,19,Monday,0,139
20250520,2025-05-20,2025,2,5,May,21,20,Tuesday,0,140
20250521,2025-05-21,2025,2,5,May,21,21,Wednesday,0,141
20250522,2025-05-22,2025,2,5,May,21,22,Thursday,0,142
20250523,2025-05-23,2025,2,5,May,21,23,Friday,0,143
20250524,2025-05-24,2025,2,5,May,21,24,Saturday,1,144
20250525,2025-05-25,2025,2,5,May,21,25,Sunday,1,145
20250526,2025-05-26,2025,2,5,May,22,26,Monday,0,146
20250527,2025-05-27,2025,2,5,May,22,27,Tuesday,0,147
20250528,2025-05-28,2025,2,5,May,22,28,Wednesday,0,148
20250529,2025-05-29,2025,2,5,May,22,29,Thursday,0,149
20250530,2025-05-30,2025,2,5,May,22,30,Friday,0,150
20250531,2025-05-31,2025,2,5,May,22,31,Saturday,1,151
20250601,2025-06-01,2025,2,6,June,22,1,Sunday,1,152
20250602,2025-06-02,2025,2,6,June,23,2,Monday,0,153
20250603,2025-06-03,2025,2,6,June,23,3,Tuesday,0,154
20250604,2025-06-04,2025,2,6,June,23,4,Wednesday,0,155
20250605,2025-06-05,2025,2,6,June,23,5,Thursday,0,156
20250606,2025-06-06,2025,2,6,June,23,6,Friday,0,157
20250607,2025-06-07,2025,2,6,June,23,7,Saturday,1,158
20250608,2025-06-08,2025,2,6,June,23,8,Sunday,1,159
20250609,2025-06-09,2025,2,6,June,24,9,Monday,0,160
20250610,2025-06-10,2025,2,6,June,24,10,Tuesday,0,161
20250611,2025-06-11,2025,2,6,June,24,11,Wednesday,0,162
20250612,2025-06-12,2025,2,6,June,24,12,Thursday,0,163
20250613,2025-06-13,2025,2,6,June,24,13,Friday,0,164
20250614,2025-06-14,2025,2,6,June,24,14,Saturday,1,165
20250615,2025-06-15,2025,2,6,June,24,15,Sunday,1,166
20250616,2025-06-16,2025,2,6,June,25,16,Monday,0,167
20250617,2025-06-17,2025,2,6,June,25,17,Tuesday,0,168
20250618,2025-06-18,2025,2,6,June,25,18,Wednesday,0,169
20250619,2025-06-19,2025,2,6,June,25,19,Thursday,0,170
20250620,2025-06-20,2025,2,6,June,25,20,Friday,0,171
20250621,2025-06-21,2025,2,6,June,25,21,Saturday,1,172
20250622,2025-06-22,2025,2,6,June,25,22,Sunday,1,173
20250623,2025-06-23,2025,2,6,June,26,23,Monday,0,174
20250624,2025-06-24,2025,2,6,June,26,24,Tuesday,0,175
20250625,2025-06-25,2025,2,6,June,26,25,Wednesday,0,176
20250626,2025-06-26,2025,2,6,June,26,26,Thursday,0,177
20250627,2025-06-27,2025,2,6,June,26,27,Friday,0,178
20250628,2025-06-28,2025,2,6,June,26,28,Saturday,1,179
20250629,2025-06-29,2025,2,6,June,26,29,Sunday,1,180
20250630,2025-06-30,2025,2,6,June,27,30,Monday,0,181
20250701,2025-07-01,2025,3,7,July,27,1,Tuesday,0,182
20250702,2025-07-02,2025,3,7,July,27,2,Wednesday,0,183
20250703,2025-07-03,2025,3,7,July,27,3,Thursday,0,184
20250704,2025-07-04,2025,3,7,July,27,4,Friday,0,185
20250705,2025-07-05,2025,3,7,July,27,5,Saturday,1,186
20250706,2025-07-06,2025,3,7,July,27,6,Sunday,1,187
20250707,2025-07-07,2025,3,7,July,28,7,Monday,0,188
20250708,2025-07-08,2025,3,7,July,28,8,Tuesday,0,189
20250709,2025-07-09,2025,3,7,July,28,9,Wednesday,0,190
20250710,2025-07-10,2025,3,7,July,28,10,Thursday,0,191
20250711,2025-07-11,2025,3,7,July,28,11,Friday,0,192
20250712,2025-07-12,2025,3,7,July,28,12,Saturday,1,193
20250713,2025-07-13,2025,3,7,July,28,13,Sunday,1,194
20250714,2025-07-14,2025,3,7,July,29,14,Monday,0,195
20250715,2025-07-15,2025,3,7,July,29,15,Tuesday,0,196
20250716,2025-07-16,2025,3,7,July,29,16,Wednesday,0,197
20250717,2025-07-17,2025,3,7,July,29,17,Thursday,0,198
20250718,2025-07-18,2025,3,7,July,29,18,Friday,0,199
20250719,2025-07-19,2025,3,7,July,29,19,Saturday,1,200
20250720,2025-07-20,2025,3,7,July,29,20,Sunday,1,201
20250721,2025-07-21,2025,3,7,July,30,21,Monday,0,202
20250722,2025-07-22,2025,3,7,July,30,22,Tuesday,0,203
20250723,2025-07-23,2025,3,7,July,30,23,Wednesday,0,204
20250724,2025-07-24,2025,3,7,July,30,24,Thursday,0,205
20250725,2025-07-25,2025,3,7,July,30,25,Friday,0,206
20250726,2025-07-26,2025,3,7,July,30,26,Saturday,1,207
20250727,2025-07-27,2025,3,7,July,30,27,Sunday,1,208
20250728,2025-07-28,2025,3,7,July,31,28,Monday,0,209
20250729,2025-07-29,2025,3,7,July,31,29,Tuesday,0,210
20250730,2025-07-30,2025,3,7,July,31,30,Wednesday,0,211
20250731,2025-07-31,2025,3,7,July,31,31,Thursday,0,212
20250801,2025-08-01,2025,3,8,August,31,1,Friday,0,213
20250802,2025-08-02,2025,3,8,August,31,2,Saturday,1,214
20250803,2025-08-03,2025,3,8,August,31,3,Sunday,1,215
20250804,2025-08-04,2025,3,8,August,32,4,Monday,0,216
20250805,2025-08-05,2025,3,8,August,32,5,Tuesday,0,217
20250806,2025-08-06,2025,3,8,August,32,6,Wednesday,0,218
20250807,2025-08-07,2025,3,8,August,32,7,Thursday,0,219
20250808,2025-08-08,2025,3,8,August,32,8,Friday,0,220
20250809,2025-08-09,2025,3,8,August,32,9,Saturday,1,221
20250810,2025-08-10,2025,3,8,August,32,10,Sunday,1,222
20250811,2025-08-11,2025,3,8,August,33,11,Monday,0,223
20250812,2025-08-12,2025,3,8,August,33,12,Tuesday,0,224
20250813,2025-08-13,2025,3,8,August,33,13,Wednesday,0,225
20250814,2025-08-14,2025,3,8,August,33,14,Thursday,0,226
20250815,2025-08-15,2025,3,8,August,33,15,Friday,0,227
20250816,2025-08-16,2025,3,8,August,33,16,Saturday,1,228
20250817,2025-08-17,2025,3,8,August,33,17,Sunday,1,229
20250818,2025-08-18,2025,3,8,August,34,18,Monday,0,230
20250819,2025-08-19,2025,3,8,August,34,19,Tuesday,0,231
20250820,2025-08-20,2025,3,8,August,34,20,Wednesday,0,232
20250821,2025-08-21,2025,3,8,August,34,21,Thursday,0,233
20250822,2025-08-22,2025,3,8,August,34,22,Friday,0,234
20250823,2025-08-23,2025,3,8,August,34,23,Saturday,1,235
20250824,2025-08-24,2025,3,8,August,34,24,Sunday,1,236
20250825,2025-08-25,2025,3,8,August,35,25,Monday,0,237
20250826,2025-08-26,2025,3,8,August,35,26,Tuesday,0,238
20250827,2025-08-27,2025,3,8,August,35,27,Wednesday,0,239
20250828,2025-08-28,2025,3,8,August,35,28,Thursday,0,240
20250829,2025-08-29,2025,3,8,August,35,29,Friday,0,241
20250830,2025-08-30,2025,3,8,August,35,30,Saturday,1,242
20250831,2025-08-31,2025,3,8,August,35,31,Sunday,1,243
20250901,2025-09-01,2025,3,9,September,36,1,Monday,0,244
20250902,2025-09-02,2025,3,9,September,36,2,Tuesday,0,245
20250903,2025-09-03,2025,3,9,September,36,3,Wednesday,0,246
20250904,2025-09-04,2025,3,9,September,36,4,Thursday,0,247
20250905,2025-09-05,2025,3,9,September,36,5,Friday,0,248
20250906,2025-09-06,2025,3,9,September,36,6,Saturday,1,249
20250907,2025-09-07,2025,3,9,September,36,7,Sunday,1,250
20250908,2025-09-08,2025,3,9,September,37,8,Monday,0,251
20250909,2025-09-09,2025,3,9,September,37,9,Tuesday,0,252
20250910,2025-09-10,2025,3,9,September,37,10,Wednesday,0,253
20250911,2025-09-11,2025,3,9,September,37,11,Thursday,0,254
20250912,2025-09-12,2025,3,9,September,37,12,Friday,0,255
20250913,2025-09-13,2025,3,9,September,37,13,Saturday,1,256
20250914,2025-09-14,2025,3,9,September,37,14,Sunday,1,257
20250915,2025-09-15,2025,3,9,September,38,15,Monday,0,258
20250916,2025-09-16,2025,3,9,September,38,16,Tuesday,0,259
20250917,2025-09-17,2025,3,9,September,38,17,Wednesday,0,260
20250918,2025-09-18,2025,3,9,September,38,18,Thursday,0,261
20250919,2025-09-19,2025,3,9,September,38,19,Friday,0,262
20250920,2025-09-20,2025,3,9,September,38,20,Saturday,1,263
20250921,2025-09-21,2025,3,9,September,38,21,Sunday,1,264
20250922,2025-09-22,2025,3,9,September,39,22,Monday,0,265
20250923,2025-09-23,2025,3,9,September,39,23,Tuesday,0,266
20250924,2025-09-24,2025,3,9,September,39,24,Wednesday,0,267
20250925,2025-09-25,2025,3,9,September,39,25,Thursday,0,268
20250926,2025-09-26,2025,3,9,September,39,26,Friday,0,269
20250927,2025-09-27,2025,3,9,September,39,27,Saturday,1,270
20250928,2025-09-28,2025,3,9,September,39,28,Sunday,1,271
20250929,2025-09-29,2025,3,9,September,40,29,Monday,0,272
20250930,2025-09-30,2025,3,9,September,40,30,Tuesday,0,273
20251001,2025-10-01,2025,4,10,October,40,1,Wednesday,0,274
20251002,2025-10-02,2025,4,10,October,40,2,Thursday,0,275
20251003,2025-10-03,2025,4,10,October,40,3,Friday,0,276
20251004,2025-10-04,2025,4,10,October,40,4,Saturday,1,277
20251005,2025-10-05,2025,4,10,October,40,5,Sunday,1,278
20251006,2025-10-06,2025,4,10,October,41,6,Monday,0,279
20251007,2025-10-07,2025,4,10,October,41,7,Tuesday,0,280
20251008,2025-10-08,2025,4,10,October,41,8,Wednesday,0,281
20251009,2025-10-09,2025,4,10,October,41,9,Thursday,0,282
20251010,2025-10-10,2025,4,10,October,41,10,Friday,0,283
20251011,2025-10-11,2025,4,10,October,41,11,Saturday,1,284
20251012,2025-10-12,2025,4,10,October,41,12,Sunday,1,285
20251013,2025-10-13,2025,4,10,October,42,13,Monday,0,286
20251014,2025-10-14,2025,4,10,October,42,14,Tuesday,0,287
20251015,2025-10-15,2025,4,10,October,42,15,Wednesday,0,288
20251016,2025-10-16,2025,4,10,October,42,16,Thursday,0,289
20251017,2025-10-17,2025,4,10,October,42,17,Friday,0,290
20251018,2025-10-18,2025,4,10,October,42,18,Saturday,1,291
20251019,2025-10-19,2025,4,10,October,42,19,Sunday,1,292
20251020,2025-10-20,2025,4,10,October,43,20,Monday,0,293
20251021,2025-10-21,2025,4,10,October,43,21,Tuesday,0,294
20251022,2025-10-22,2025,4,10,October,43,22,Wednesday,0,295
20251023,2025-10-23,2025,4,10,October,43,23,Thursday,0,296
20251024,2025-10-24,2025,4,10,October,43,24,Friday,0,297
20251025,2025-10-25,2025,4,10,October,43,25,Saturday,1,298
20251026,2025-10-26,2025,4,10,October,43,26,Sunday,1,299
20251027,2025-10-27,2025,4,10,October,44,27,Monday,0,300
20251028,2025-10-28,2025,4,10,October,44,28,Tuesday,0,301
20251029,2025-10-29,2025,4,10,October,44,29,Wednesday,0,302
20251030,2025-10-30,2025,4,10,October,44,30,Thursday,0,303
20251031,2025-10-31,2025,4,10,October,44,31,Friday,0,304
20251101,2025-11-01,2025,4,11,November,44,1,Saturday,1,305
20251102,2025-11-02,2025,4,11,November,44,2,Sunday,1,306
20251103,2025-11-03,2025,4,11,November,45,3,Monday,0,307
20251104,2025-11-04,2025,4,11,November,45,4,Tuesday,0,308
20251105,2025-11-05,2025,4,11,November,45,5,Wednesday,0,309
20251106,2025-11-06,2025,4,11,November,45,6,Thursday,0,310
20251107,2025-11-07,2025,4,11,November,45,7,Friday,0,311
20251108,2025-11-08,2025,4,11,November,45,8,Saturday,1,312
20251109,2025-11-09,2025,4,11,November,45,9,Sunday,1,313
20251110,2025-11-10,2025,4,11,November,46,10,Monday,0,314
20251111,2025-11-11,2025,4,11,November,46,11,Tuesday,0,315
20251112,2025-11-12,2025,4,11,November,46,12,Wednesday,0,316
20251113,2025-11-13,2025,4,11,November,46,13,Thursday,0,317
20251114,2025-11-14,2025,4,11,November,46,14,Friday,0,318
20251115,2025-11-15,2025,4,11,November,46,15,Saturday,1,319
20251116,2025-11-16,2025,4,11,November,46,16,Sunday,1,320
20251117,2025-11-17,2025,4,11,November,47,17,Monday,0,321
20251118,2025-11-18,2025,4,11,November,47,18,Tuesday,0,322
20251119,2025-11-19,2025,4,11,November,47,19,Wednesday,0,323
20251120,2025-11-20,2025,4,11,November,47,20,Thursday,0,324
20251121,2025-11-21,2025,4,11,November,47,21,Friday,0,325
20251122,2025-11-22,2025,4,11,November,47,22,Saturday,1,326
20251123,2025-11-23,2025,4,11,November,47,23,Sunday,1,327
20251124,2025-11-24,2025,4,11,November,48,24,Monday,0,328
20251125,2025-11-25,2025,4,11,November,48,25,Tuesday,0,329
20251126,2025-11-26,2025,4,11,November,48,26,Wednesday,0,330
20251127,2025-11-27,2025,4,11,November,48,27,Thursday,0,331
20251128,2025-11-28,2025,4,11,November,48,28,Friday,0,332
20251129,2025-11-29,2025,4,11,November,48,29,Saturday,1,333
20251130,2025-11-30,2025,4,11,November,48,30,Sunday,1,334
20251201,2025-12-01,2025,4,12,December,49,1,Monday,0,335
20251202,2025-12-02,2025,4,12,December,49,2,Tuesday,0,336
20251203,2025-12-03,2025,4,12,December,49,3,Wednesday,0,337
20251204,2025-12-04,2025,4,12,December,49,4,Thursday,0,338
20251205,2025-12-05,2025,4,12,December,49,5,Friday,0,339
20251206,2025-12-06,2025,4,12,December,49,6,Saturday,1,340
20251207,2025-12-07,2025,4,12,December,49,7,Sunday,1,341
20251208,2025-12-08,2025,4,12,December,50,8,Monday,0,342
20251209,2025-12-09,2025,4,12,December,50,9,Tuesday,0,343
20251210,2025-12-10,2025,4,12,December,50,10,Wednesday,0,344
20251211,2025-12-11,2025,4,12,December,50,11,Thursday,0,345
20251212,2025-12-12,2025,4,12,December,50,12,Friday,0,346
20251213,2025-12-13,2025,4,12,December,50,13,Saturday,1,347
20251214,2025-12-14,2025,4,12,December,50,14,Sunday,1,348
20251215,2025-12-15,2025,4,12,December,51,15,Monday,0,349
20251216,2025-12-16,2025,4,12,December,51,16,Tuesday,0,350
20251217,2025-12-17,2025,4,12,December,51,17,Wednesday,0,351
20251218,2025-12-18,2025,4,12,December,51,18,Thursday,0,352
20251219,2025-12-19,2025,4,12,December,51,19,Friday,0,353
20251220,2025-12-20,2025,4,12,December,51,20,Saturday,1,354
20251221,2025-12-21,2025,4,12,December,51,21,Sunday,1,355
20251222,2025-12-22,2025,4,12,December,52,22,Monday,0,356
20251223,2025-12-23,2025,4,12,December,52,23,Tuesday,0,357
20251224,2025-12-24,2025,4,12,December,52,24,Wednesday,0,358
20251225,2025-12-25,2025,4,12,December,52,25,Thursday,0,359
20251226,2025-12-26,2025,4,12,December,52,26,Friday,0,360
20251227,2025-12-27,2025,4,12,December,52,27,Saturday,1,361
20251228,2025-12-28,2025,4,12,December,52,28,Sunday,1,362
20251229,2025-12-29,2025,4,12,December,1,29,Monday,0,363
20251230,2025-12-30,2025,4,12,December,1,30,Tuesday,0,364
