listen_id,date_key,user_id,track_id,device_id,geo_id,listen_seconds,is_skipped,is_completed,session_id,is_first_time_user_track
13775,20240816,2106,465,17,13,144,0,0,330940,1
13776,20240725,1758,443,8,55,115,0,0,272056,1
13777,20241125,178,574,16,58,94,0,0,436201,0
13778,20251102,1394,50,13,7,77,0,0,230382,0
13779,20240502,2397,574,17,46,11,1,0,210772,1
13780,20241120,2311,68,1,46,181,0,1,177586,1
13781,20251006,374,27,10,18,239,0,1,153882,0
13782,20240711,439,312,6,52,21,1,0,190005,1
13783,20251006,382,574,11,24,173,0,1,396676,0
13784,20250221,1900,191,9,41,87,0,0,172809,1
13785,20250611,403,50,6,40,90,0,0,130815,1
13786,20240622,172,18,9,29,47,0,0,179468,1
13787,20250107,948,259,17,23,84,0,0,415627,1
13788,20250806,2411,581,7,14,268,0,1,418318,1
13789,20240218,739,441,19,7,46,0,0,205523,1
13790,20251106,1842,348,19,21,17,1,0,51128,0
13791,20240617,371,101,1,3,183,0,1,482507,1
13792,20250422,1585,574,17,25,8,1,0,242076,0
13793,20251123,1507,27,17,40,167,0,0,38785,0
13794,20250424,2270,27,16,17,243,0,1,469739,0
13795,20250806,1825,179,14,55,212,0,1,426661,1
13796,20240831,312,307,15,41,95,0,0,113649,1
13797,20240323,992,574,11,3,95,0,0,317035,1
13798,20250107,4,468,9,41,118,0,0,267592,1
13799,20250610,588,262,19,9,122,0,1,153290,1
13800,20250821,2425,434,9,30,90,0,1,145128,1
13801,20240408,1128,479,3,44,158,0,1,37360,0
13802,20250208,2192,82,10,5,124,0,0,408985,0
13803,20241225,56,218,10,54,228,0,1,479131,1
13804,20240314,2221,136,12,55,240,0,1,107373,1
13805,20250301,2236,554,15,7,72,0,0,298408,1
13806,20250128,1677,574,13,53,168,0,1,299898,0
13807,20240402,305,574,2,15,19,1,0,82144,1
13808,20240304,2207,411,12,3,264,0,1,164834,1
13809,20250731,2267,232,2,51,11,1,0,98190,1
13810,20240912,496,348,15,53,163,0,0,341444,1
13811,20240418,2349,574,4,25,177,0,1,139470,0
13812,20251123,2223,443,13,50,18,1,0,207100,1
13813,20240908,507,557,5,6,12,1,0,241050,1
13814,20241118,960,49,17,15,213,0,0,424863,1
13815,20250605,803,361,18,1,35,0,0,406170,1
13816,20251021,1271,538,5,47,25,1,0,174142,1
13817,20240219,2236,361,5,7,19,1,0,461245,1
13818,20241210,2202,186,19,8,196,0,1,301096,1
13819,20250311,444,230,19,16,23,1,0,423180,1
13820,20241014,1416,41,10,10,155,0,0,489323,1
13821,20250911,1364,574,18,48,142,0,0,330986,1
13822,20250210,1119,455,18,39,260,0,1,201708,1
13823,20241214,1816,574,8,57,180,0,1,151161,0
13824,20250328,1655,82,7,8,247,0,1,466858,1
13825,20250603,665,128,14,35,254,0,1,360465,1
13826,20250605,834,374,2,13,235,0,1,214254,1
13827,20240423,2236,50,18,7,5,1,0,356367,0
13828,20240720,776,434,7,50,85,0,1,404552,1
13829,20240826,1103,204,16,20,120,0,0,181845,1
13830,20240324,2428,82,19,43,66,0,0,172497,1
13831,20240126,2174,220,9,15,74,0,0,93923,1
13832,20241213,1786,574,10,46,186,0,1,168278,0
13833,20240102,725,430,4,50,211,0,0,154535,1
13834,20250412,1602,434,15,38,86,0,1,407492,0
13835,20240907,1642,497,7,57,266,0,1,57060,1
13836,20240421,1009,554,13,34,5,1,0,198190,1
13837,20250424,95,401,11,40,254,0,1,324950,1
13838,20240123,883,307,3,50,42,0,0,494300,1
13839,20250508,1302,50,20,1,212,0,1,55144,1
13840,20250708,2376,506,19,8,10,1,0,64604,1
13841,20241123,1850,138,18,32,227,0,1,50228,1
13842,20241107,282,79,10,46,92,0,0,417683,1
13843,20240428,716,574,7,10,53,0,0,409525,0
13844,20250509,1316,434,20,16,79,0,0,347552,0
13845,20250131,1124,411,14,49,264,0,1,376390,1
13846,20240107,15,454,5,25,14,1,0,461055,1
13847,20250422,2341,230,6,52,250,0,1,247501,1
13848,20250830,2270,574,1,46,179,0,1,388897,0
13849,20250809,2312,342,6,54,224,0,1,399944,1
13850,20251026,1060,374,13,9,240,0,1,304094,1
13851,20250704,2122,217,5,41,249,0,1,452009,1
13852,20240325,1812,575,16,5,85,0,0,479422,1
13853,20240831,1305,336,1,37,80,0,0,481135,1
13854,20240417,203,27,7,11,246,0,1,262613,1
13855,20240805,423,574,2,18,181,0,1,66883,1
13856,20250201,577,274,13,26,97,0,0,121137,1
13857,20250624,2257,404,11,34,24,1,0,200864,1
13858,20240429,1712,156,4,6,238,0,1,234758,1
13859,20241001,2452,27,5,16,139,0,0,302250,1
13860,20240710,1462,50,12,14,64,0,0,209916,0
13861,20250925,219,172,7,31,103,0,0,23254,1
13862,20250817,1198,558,4,2,141,0,0,312521,1
13863,20250424,293,591,8,14,119,0,0,438669,1
13864,20250701,2270,58,1,16,261,0,1,300400,0
13865,20241001,676,434,4,39,45,0,0,125773,1
13866,20251126,488,574,6,52,82,0,0,334334,0
13867,20241005,1305,189,17,33,197,0,1,341155,0
13868,20251012,2035,574,10,59,170,0,1,176042,1
13869,20240827,1305,312,14,12,166,0,0,251323,1
13870,20240808,101,225,16,37,97,0,0,77879,1
13871,20240327,1868,538,18,43,205,0,1,365266,1
13872,20251220,90,50,9,19,132,0,0,341783,1
13873,20240529,1555,330,14,2,27,1,0,348074,1
13874,20241111,1578,99,7,11,234,0,1,242392,1
13875,20250916,517,308,18,9,255,0,1,332086,1
13876,20250205,1113,361,13,25,86,0,1,378508,1
13877,20250619,15,434,1,25,90,0,1,8629,0
13878,20240921,683,59,19,21,143,0,0,235747,1
13879,20250617,1582,532,17,21,220,0,1,333621,1
13880,20250226,683,574,20,55,20,1,0,411601,0
13881,20240811,122,574,10,38,182,0,1,398320,1
13882,20250101,1735,397,6,26,94,0,0,341033,1
13883,20251210,1868,439,20,43,24,1,0,39608,0
13884,20240804,2185,574,13,31,171,0,1,264587,1
13885,20250308,2206,54,20,28,84,0,1,271253,1
13886,20250115,1261,465,20,60,207,0,1,175641,1
13887,20250821,993,395,20,26,133,0,0,467123,1
13888,20250602,1517,474,14,45,288,0,1,236329,1
13889,20250602,1997,91,18,29,53,0,0,398903,1
13890,20250106,1190,177,2,58,67,0,0,249221,1
13891,20241209,2491,574,1,54,11,1,0,428485,0
13892,20250831,1628,50,14,27,164,0,0,239501,1
13893,20240829,739,574,1,23,54,0,0,425650,0
13894,20251004,1998,476,3,20,27,1,0,296526,1
13895,20240622,374,151,1,48,222,0,1,297270,1
13896,20241028,2342,454,17,29,25,1,0,355178,1
13897,20240221,812,574,7,35,181,0,1,121295,1
13898,20250706,1750,96,12,29,9,1,0,319675,1
13899,20250605,1592,454,10,34,89,0,1,333398,1
13900,20251101,249,574,18,54,185,0,1,104557,0
13901,20240513,1840,148,1,1,93,0,0,227025,1
13902,20250707,752,574,15,4,29,1,0,48129,0
13903,20241013,926,59,7,15,111,0,0,426669,1
13904,20241210,250,479,6,17,171,0,1,210814,1
13905,20240910,2048,29,7,36,19,1,0,94130,1
13906,20250530,2176,361,16,22,83,0,1,47305,0
13907,20250311,339,31,11,32,161,0,1,308832,1
13908,20241102,2055,574,13,46,60,0,0,64319,1
13909,20241216,2260,565,4,7,24,1,0,267181,0
13910,20240825,253,574,13,44,170,0,1,151420,1
13911,20250820,2495,574,1,12,145,0,0,338280,1
13912,20250402,15,476,18,25,312,0,1,64467,0
13913,20251224,2144,172,13,36,28,1,0,408956,0
13914,20240215,1440,600,9,21,130,0,1,75579,1
13915,20250530,2381,228,4,45,222,0,1,248553,1
13916,20240501,806,574,19,17,185,0,1,410256,1
13917,20240302,868,495,10,51,217,0,1,90573,1
13918,20250214,2143,434,10,33,28,1,0,221235,1
13919,20250405,1812,439,6,5,182,0,1,47425,0
13920,20241024,1533,1,2,1,102,0,0,99201,1
13921,20240917,1647,397,7,57,25,1,0,76791,1
13922,20240513,1747,50,13,30,28,1,0,255532,1
13923,20240916,123,600,16,48,138,0,1,79467,1
13924,20251116,310,104,4,52,130,0,1,236447,1
13925,20241029,464,569,19,53,212,0,1,275225,1
13926,20251228,449,521,12,60,68,0,0,59098,1
13927,20251205,2144,439,10,43,28,1,0,231356,0
13928,20241011,962,397,6,29,15,1,0,410259,1
13929,20241015,1239,282,19,46,11,1,0,162979,1
13930,20250531,235,497,12,26,257,0,1,129519,1
13931,20240419,2197,256,14,46,204,0,1,292560,1
13932,20250816,17,495,20,43,21,1,0,423183,0
13933,20240825,213,82,7,19,236,0,1,96302,1
13934,20240703,2053,542,20,35,71,0,0,420410,1
13935,20240805,329,502,20,25,27,1,0,54478,1
13936,20240616,1998,497,6,20,207,0,0,132558,1
13937,20250209,844,272,13,25,192,0,1,355412,1
13938,20250421,1963,463,5,6,6,1,0,173891,1
13939,20250716,131,349,10,9,215,0,1,383486,1
13940,20240923,814,156,10,18,21,1,0,296047,1
13941,20251001,1210,314,11,26,291,0,1,41536,1
13942,20240808,1592,264,6,34,317,0,1,471924,1
13943,20251129,2133,81,7,58,144,0,0,38828,1
13944,20250709,595,14,14,50,87,0,1,443090,1
13945,20251126,1691,434,12,48,8,1,0,207228,0
13946,20250919,376,483,6,37,16,1,0,239411,1
13947,20250808,2003,189,4,23,130,0,0,298635,1
13948,20240219,2339,597,8,45,179,0,1,184280,1
13949,20241116,120,113,13,26,213,0,1,200181,1
13950,20241008,204,428,5,30,6,1,0,188449,1
13951,20240812,1989,538,19,3,6,1,0,419251,1
13952,20250909,2222,476,13,18,261,0,0,422050,1
13953,20250824,1660,262,9,34,14,1,0,350721,1
13954,20250619,1149,572,8,11,7,1,0,315665,1
13955,20250424,1938,488,15,46,9,1,0,489812,1
13956,20251118,713,151,2,22,223,0,1,333700,1
13957,20251010,2483,479,9,9,166,0,1,480736,1
13958,20250212,2159,214,20,11,69,0,0,183539,1
13959,20241014,2236,153,12,7,197,0,1,47208,0
13960,20250719,2170,250,1,28,90,0,0,351773,0
13961,20240924,2336,264,1,40,133,0,0,166507,1
13962,20240622,172,11,11,29,210,0,1,386364,1
13963,20251201,2274,153,15,22,208,0,1,115682,1
13964,20240414,611,445,5,19,234,0,1,245239,1
13965,20240824,866,245,14,14,21,1,0,318774,1
13966,20240309,892,434,12,58,89,0,1,292137,1
13967,20251004,571,434,2,58,84,0,1,14057,0
13968,20251004,1087,575,15,58,189,0,0,383945,1
13969,20250202,1296,281,9,54,18,1,0,116119,1
13970,20250512,374,411,1,18,29,1,0,153465,1
13971,20241111,866,474,6,14,169,0,0,233289,1
13972,20241021,834,441,12,13,81,0,0,12413,0
13973,20251001,1737,361,16,46,21,1,0,91768,1
13974,20250629,1506,523,11,27,202,0,1,348394,1
13975,20240501,1822,434,5,46,28,1,0,417555,0
13976,20250921,1983,439,9,13,103,0,0,432117,0
13977,20240319,1713,172,17,38,105,0,0,29992,1
13978,20250530,588,523,13,9,195,0,1,73380,1
13979,20240121,1286,390,4,24,245,0,1,446056,1
13980,20240126,1164,565,20,46,128,0,1,187364,1
13981,20251017,195,77,1,41,169,0,0,45321,1
13982,20240725,2251,258,18,36,168,0,1,268665,1
13983,20240203,240,461,9,28,134,0,1,481401,1
13984,20240228,2433,574,10,51,154,0,0,356595,1
13985,20240625,87,574,8,56,168,0,1,136997,0
13986,20250618,1857,431,12,22,268,0,1,42377,0
13987,20241018,684,479,14,10,165,0,1,479242,1
13988,20251025,2270,273,14,60,179,0,1,455051,1
13989,20240103,2093,82,12,18,236,0,1,345283,1
13990,20241213,60,328,19,32,42,0,0,14326,1
13991,20240505,49,574,11,15,170,0,1,261516,0
13992,20250301,1549,246,5,43,328,0,1,391731,1
13993,20240223,374,361,10,18,88,0,1,87088,1
13994,20250627,28,574,19,28,170,0,1,335533,0
13995,20250329,2414,50,8,48,64,0,0,76468,1
13996,20240102,1615,29,9,11,228,0,1,172658,1
13997,20240705,17,434,7,50,51,0,0,99679,0
13998,20240928,1242,226,19,52,231,0,1,142163,1
13999,20250626,395,434,8,5,24,1,0,349735,0
14000,20240330,2029,262,7,14,109,0,0,348996,1
14001,20240713,72,349,20,53,11,1,0,25837,1
14002,20250119,892,574,16,31,147,0,0,329549,0
14003,20250713,575,314,6,44,24,1,0,185013,0
14004,20240329,2445,441,7,31,89,0,0,239148,1
14005,20250614,204,597,14,30,179,0,1,297154,1
14006,20251113,1838,263,10,2,165,0,1,122613,0
14007,20240917,1198,6,1,2,194,0,1,221871,1
14008,20250111,2074,465,4,48,173,0,0,168879,1
14009,20240214,539,434,2,26,84,0,1,104257,1
14010,20251013,2171,232,12,23,43,0,0,222271,1
14011,20240401,2376,479,20,8,160,0,1,46112,0
14012,20250204,533,498,19,52,36,0,0,82950,1
14013,20240115,592,126,10,14,70,0,0,216856,1
14014,20250822,2401,90,18,46,184,0,0,412629,1
14015,20240226,1078,444,16,41,9,1,0,480557,1
14016,20240416,2129,280,17,60,189,0,0,417123,1
14017,20240124,2144,59,5,43,15,1,0,148480,1
14018,20240720,749,58,1,19,265,0,1,163729,1
14019,20250813,455,4,18,7,113,0,0,86199,1
14020,20240129,883,45,6,59,198,0,1,379283,1
14021,20240809,1521,439,18,48,23,1,0,223293,0
14022,20251228,1266,574,19,30,181,0,1,373943,1
14023,20250213,1868,525,13,43,92,0,0,90369,1
14024,20240129,1407,323,14,18,84,0,1,377973,1
14025,20240529,2030,455,16,37,271,0,1,377543,1
14026,20240104,266,409,13,54,66,0,0,65292,1
14027,20251006,1090,126,18,35,114,0,1,87873,1
14028,20250101,34,264,19,16,96,0,0,257618,1
14029,20241022,312,322,7,41,81,0,0,346817,1
14030,20251102,784,158,9,16,91,0,0,424919,1
14031,20240405,2270,574,7,16,52,0,0,13264,0
14032,20250429,919,167,6,9,42,0,0,412787,1
14033,20251007,662,455,2,31,258,0,1,215490,1
14034,20240420,1727,210,9,3,167,0,1,280152,1
14035,20251105,1796,322,15,41,220,0,1,308388,1
14036,20241031,1210,465,9,26,113,0,0,375438,1
14037,20250609,684,497,1,10,98,0,0,102369,0
14038,20241014,716,129,5,10,145,0,1,299216,1
14039,20250404,476,382,3,8,209,0,1,327637,1
14040,20251011,874,434,18,21,87,0,1,383801,0
14041,20250805,426,27,1,60,242,0,1,404575,0
14042,20241023,1644,495,1,31,212,0,1,387563,1
14043,20240814,2251,434,17,36,77,0,0,394630,0
14044,20240618,614,434,13,56,67,0,0,158653,0
14045,20240716,590,98,10,9,252,0,1,224614,1
14046,20240725,2262,336,5,28,189,0,1,100340,1
14047,20250826,1466,395,9,13,26,1,0,276347,1
14048,20250910,1857,225,3,25,95,0,0,25436,1
14049,20240516,2236,446,5,35,140,0,1,388486,1
14050,20250205,1712,27,10,6,27,1,0,170152,0
14051,20250214,1868,347,7,43,239,0,1,148017,1
14052,20240219,938,38,11,21,35,0,0,26108,1
14053,20241016,2345,290,8,59,184,0,0,348923,1
14054,20250622,1796,574,15,41,187,0,1,195249,0
14055,20250102,187,302,11,3,46,0,0,235999,1
14056,20251101,1522,577,1,9,88,0,0,338144,1
14057,20250211,248,495,1,21,106,0,0,307612,1
14058,20251024,1317,574,8,6,190,0,1,226174,1
14059,20240304,233,574,1,60,134,0,0,255600,1
14060,20240728,1598,572,2,36,173,0,1,306173,1
14061,20240606,1132,213,20,40,20,1,0,226441,1
14062,20240730,1427,544,20,14,76,0,0,342499,1
14063,20250619,1662,216,6,17,109,0,1,400759,1
14064,20250121,614,567,18,56,205,0,0,206611,1
14065,20250208,762,314,16,46,296,0,1,334387,1
14066,20240714,1213,6,20,37,119,0,0,384239,1
14067,20250216,1461,574,12,35,180,0,1,70570,1
14068,20250529,2312,455,9,54,261,0,1,92363,1
14069,20250902,848,448,2,5,219,0,1,330611,1
14070,20250724,1521,574,5,20,13,1,0,218957,0
14071,20251218,2309,574,19,16,95,0,0,442399,1
14072,20250901,1830,499,3,33,63,0,0,145796,1
14073,20250320,780,396,10,15,134,0,0,376609,1
14074,20250520,1020,82,16,11,150,0,0,43384,0
14075,20240731,2215,474,18,30,273,0,1,381043,1
14076,20250911,1085,344,16,23,22,1,0,96982,0
14077,20240518,614,361,1,56,90,0,1,72657,1
14078,20250825,1322,434,5,26,48,0,0,235949,1
14079,20240427,477,495,9,9,10,1,0,139392,1
14080,20240501,1507,151,20,40,211,0,1,127016,1
14081,20240411,2483,194,10,9,70,0,0,154667,1
14082,20250831,2418,135,11,27,152,0,0,149643,1
14083,20241008,1572,495,16,50,208,0,1,403103,1
14084,20241012,2236,310,4,7,230,0,0,315866,1
14085,20241227,2067,416,7,16,78,0,0,159522,1
14086,20240417,2376,361,3,8,86,0,1,276843,0
14087,20240728,2202,567,4,8,166,0,0,130008,1
14088,20250614,2267,402,5,49,144,0,1,322378,1
14089,20240822,571,577,17,22,153,0,0,172836,1
14090,20250505,396,416,15,20,92,0,1,477083,1
14091,20250830,115,345,5,56,196,0,1,393704,1
14092,20250824,1692,39,10,13,240,0,1,408455,1
14093,20251228,2340,280,13,55,13,1,0,349255,1
14094,20240310,2489,215,1,59,192,0,1,321929,1
14095,20250907,2169,402,1,15,67,0,0,244804,1
14096,20251031,2112,227,8,56,26,1,0,211160,0
14097,20240318,1306,189,17,19,56,0,0,210092,1
14098,20240624,1128,600,17,44,29,1,0,483916,0
14099,20240106,1637,198,8,6,101,0,1,459599,1
14100,20240303,51,570,4,53,181,0,1,286108,1
14101,20250703,2000,537,4,14,213,0,1,496608,1
14102,20250110,1684,205,12,50,253,0,1,385176,1
14103,20250325,427,250,2,46,187,0,1,217885,1
14104,20241101,1624,483,3,28,42,0,0,245789,1
14105,20250115,1529,254,15,31,156,0,0,272316,1
14106,20240724,1990,27,7,16,94,0,0,298811,1
14107,20240929,2134,345,8,46,119,0,0,92160,1
14108,20251018,614,361,1,56,86,0,1,260265,0
14109,20240601,2062,214,13,7,22,1,0,419752,1
14110,20240123,465,30,14,23,6,1,0,358497,1
14111,20251013,961,290,7,32,218,0,0,216487,1
14112,20250903,1247,574,9,34,184,0,1,487168,1
14113,20240724,2029,574,5,14,148,0,0,121978,1
14114,20240312,2268,560,3,56,218,0,1,190106,1
14115,20240502,40,241,10,14,115,0,0,447065,1
14116,20250821,1868,82,1,43,15,1,0,273183,0
14117,20250411,2210,574,12,44,179,0,1,371752,0
14118,20240702,2376,572,6,8,169,0,1,116546,0
14119,20250819,645,90,2,13,234,0,1,477249,1
14120,20240612,438,280,20,19,113,0,0,78397,1
14121,20240806,1274,423,3,11,20,1,0,217326,1
14122,20240926,2268,428,16,56,201,0,1,269921,1
14123,20240214,758,434,9,36,90,0,1,352007,0
14124,20241215,1294,574,9,37,29,1,0,281937,1
14125,20250513,2492,73,12,39,152,0,0,227472,1
14126,20240518,1130,574,5,42,155,0,0,144925,1
14127,20250722,1600,164,17,21,25,1,0,153511,1
14128,20251104,2492,382,16,26,209,0,1,405332,1
14129,20240427,885,383,13,18,252,0,1,271120,1
14130,20240807,660,457,6,57,162,0,1,487999,1
14131,20240215,683,230,2,30,168,0,0,222774,1
14132,20240519,1578,58,11,11,23,1,0,30670,1
14133,20240824,411,565,18,8,120,0,1,96975,1
14134,20250821,419,82,12,20,105,0,0,233414,0
14135,20240412,624,135,9,44,183,0,0,238153,1
14136,20240727,1388,45,12,9,178,0,1,70379,1
14137,20250410,2147,349,2,25,195,0,1,264900,1
14138,20251024,1346,426,6,37,6,1,0,303486,1
14139,20240809,1980,361,9,47,90,0,1,401312,1
14140,20250902,2382,45,19,23,62,0,0,325389,1
14141,20240804,1868,565,3,43,76,0,0,496931,0
14142,20240904,1644,39,7,31,29,1,0,152965,1
14143,20250607,15,577,8,25,24,1,0,83461,1
14144,20250902,1115,245,14,6,77,0,0,15630,1
14145,20240730,645,396,4,50,47,0,0,100017,1
14146,20241126,1305,451,9,53,81,0,0,75176,0
14147,20240307,2376,361,6,8,9,1,0,39978,1
14148,20240610,762,565,18,33,132,0,1,490178,0
14149,20251004,403,514,16,40,23,1,0,271339,1
14150,20240603,2096,399,6,17,19,1,0,374933,1
14151,20240315,2479,14,6,38,83,0,1,134803,1
14152,20240828,1972,434,8,39,88,0,1,104839,0
14153,20240522,357,521,6,16,214,0,1,406047,1
14154,20250926,1412,538,11,27,131,0,0,475107,1
14155,20240203,992,375,9,3,23,1,0,71939,1
14156,20250606,1617,223,7,46,74,0,0,54204,1
14157,20250824,1718,236,11,53,234,0,1,24789,1
14158,20250422,2035,240,15,8,204,0,1,96530,1
14159,20250407,583,454,16,14,92,0,1,435508,1
14160,20241209,2402,461,17,55,147,0,1,457706,1
14161,20240114,539,414,8,28,134,0,1,407194,1
14162,20250802,319,499,19,41,53,0,0,237104,1
14163,20251102,2105,322,12,19,22,1,0,101790,1
14164,20240914,1156,362,10,31,251,0,1,291694,1
14165,20241014,1242,574,10,52,125,0,0,457084,0
14166,20240504,762,344,9,46,18,1,0,113461,1
14167,20241229,117,180,15,52,134,0,0,269316,1
14168,20240224,486,278,13,19,134,0,0,347121,1
14169,20251013,1920,151,18,39,219,0,1,267847,1
14170,20251003,566,119,17,11,23,1,0,394149,1
14171,20250430,2487,428,12,38,215,0,1,447047,1
14172,20240106,1989,15,9,20,198,0,1,155160,1
14173,20251115,2162,189,19,60,183,0,1,201170,1
14174,20251219,2202,434,4,8,17,1,0,325477,0
14175,20250802,1834,108,19,39,207,0,1,250660,1
14176,20251230,1164,599,3,46,157,0,1,36796,1
14177,20251010,2298,434,10,16,91,0,1,449645,1
14178,20240630,1057,434,3,48,46,0,0,285879,1
14179,20240523,249,361,16,54,90,0,1,343461,1
14180,20250917,1526,499,10,15,12,1,0,463792,1
14181,20250624,272,455,12,34,280,0,1,62926,1
14182,20241119,1682,565,4,32,121,0,1,171182,1
14183,20250906,2495,151,18,12,80,0,0,406516,1
14184,20251024,1740,281,15,28,47,0,0,31599,1
14185,20250707,521,363,12,58,266,0,1,307938,1
14186,20241005,356,232,2,52,67,0,0,362050,1
14187,20251016,860,153,20,35,211,0,1,237463,1
14188,20250112,374,16,13,18,100,0,0,266452,1
14189,20250708,1467,244,2,48,61,0,0,198022,1
14190,20250625,1980,307,1,47,62,0,0,131711,0
14191,20241129,1687,529,14,60,150,0,1,128316,1
14192,20250329,1578,447,3,11,9,1,0,116209,1
14193,20250326,1083,220,13,27,169,0,0,156937,1
14194,20240601,438,479,1,19,168,0,1,61409,1
14195,20240727,1630,73,1,25,255,0,1,298344,1
14196,20241015,1031,179,19,49,167,0,0,73002,1
14197,20240128,729,214,11,23,228,0,1,12660,1
14198,20241216,1692,27,10,13,241,0,1,33000,1
14199,20240629,917,574,16,57,188,0,1,227489,1
14200,20250619,426,281,6,24,186,0,1,150245,1
14201,20241102,1218,186,9,45,194,0,1,155431,1
14202,20240129,684,486,19,10,17,1,0,323610,1
14203,20240704,1863,361,10,10,14,1,0,381972,1
14204,20251212,119,574,1,50,90,0,0,186683,0
14205,20250710,2169,443,4,39,205,0,0,98874,1
14206,20241106,1150,574,19,3,188,0,1,483247,0
14207,20240222,34,476,9,16,138,0,0,373816,1
14208,20241022,336,512,16,15,142,0,0,209657,1
14209,20251118,2356,285,7,20,235,0,1,128676,1
14210,20250927,1376,50,6,40,207,0,1,213949,0
14211,20241118,1938,325,6,28,26,1,0,431365,1
14212,20241221,2227,371,18,49,106,0,0,103960,1
14213,20241101,762,148,13,46,127,0,0,496790,1
14214,20250308,1402,125,18,58,147,0,0,392862,1
14215,20251116,1666,241,10,40,64,0,0,325099,1
14216,20250604,2144,279,19,43,29,1,0,447550,1
14217,20250731,1035,434,17,51,35,0,0,37381,1
14218,20240805,2376,173,17,8,221,0,1,190177,1
14219,20240819,1562,44,8,43,229,0,1,60969,1
14220,20251216,2202,214,5,8,24,1,0,488261,1
14221,20250422,213,115,8,19,9,1,0,431657,1
14222,20250824,1156,434,11,31,83,0,1,351524,0
14223,20241008,456,247,15,19,68,0,0,436163,1
14224,20250809,2283,404,17,24,83,0,0,128052,1
14225,20240318,571,238,11,22,337,0,1,291043,1
14226,20240306,1813,397,2,55,74,0,0,349609,1
14227,20250224,169,3,12,16,151,0,1,259394,1
14228,20241211,496,414,13,53,29,1,0,378479,0
14229,20240212,762,29,8,46,29,1,0,117030,1
14230,20241225,1976,498,19,28,69,0,0,93669,1
14231,20251123,614,574,20,56,71,0,0,430574,0
14232,20240219,2075,361,14,59,88,0,1,236959,1
14233,20240222,1991,26,10,13,93,0,0,392965,1
14234,20250609,2485,186,10,28,205,0,1,138551,1
14235,20240420,1741,51,11,60,83,0,0,1192,1
14236,20240915,1628,45,15,27,125,0,0,230757,1
14237,20240424,1538,434,5,19,12,1,0,156948,1
14238,20241014,287,435,12,11,159,0,0,22619,1
14239,20250511,1305,434,9,6,73,0,0,426202,0
14240,20250408,2169,68,8,39,196,0,1,416566,1
14241,20240313,45,82,17,8,153,0,0,441526,1
14242,20250329,322,181,5,25,7,1,0,256669,1
14243,20251017,1533,273,11,57,193,0,1,429805,1
14244,20250908,2154,125,6,39,24,1,0,334285,1
14245,20251014,737,574,16,21,177,0,1,138570,1
14246,20251011,2199,27,16,34,137,0,0,239392,0
14247,20250910,805,325,2,4,202,0,0,78341,1
14248,20250102,1164,574,17,46,117,0,0,403013,0
14249,20240927,2376,585,7,8,15,1,0,356994,1
14250,20250804,1025,206,10,34,156,0,1,82248,1
14251,20240730,1529,434,5,31,31,0,0,350971,1
14252,20250404,2342,532,6,29,234,0,1,14355,1
14253,20250814,632,122,17,49,11,1,0,221536,1
14254,20240527,241,384,9,57,49,0,0,336246,1
14255,20241018,2384,574,8,33,88,0,0,300019,1
14256,20240113,1446,574,10,34,18,1,0,11468,1
14257,20250729,2405,574,1,30,178,0,1,1335,1
14258,20240317,2189,428,3,55,212,0,1,459626,1
14259,20250323,1521,434,10,59,85,0,1,391786,0
14260,20240816,1179,127,4,26,26,1,0,183963,1
14261,20251107,1205,537,8,41,21,1,0,5870,1
14262,20241031,420,502,4,54,102,0,0,497266,1
14263,20241205,1128,286,14,44,141,0,0,172997,1
14264,20250417,2090,572,7,26,179,0,1,181678,1
14265,20250727,2468,140,17,31,148,0,1,308148,1
14266,20241211,2393,567,1,12,6,1,0,297647,1
14267,20250323,2397,434,9,46,66,0,0,184825,0
14268,20251101,43,27,14,12,102,0,0,355307,0
14269,20250907,1305,232,13,37,107,0,1,110629,0
14270,20240412,493,449,18,54,168,0,1,177432,1
14271,20240328,1576,477,11,36,210,0,1,51145,1
14272,20240305,2358,240,11,53,25,1,0,24770,1
14273,20250214,2210,123,4,11,21,1,0,96631,1
14274,20251114,2189,82,10,55,241,0,1,498260,0
14275,20240201,880,574,6,44,7,1,0,447927,1
14276,20240507,1283,260,16,42,120,0,1,410511,1
14277,20250204,683,268,17,30,170,0,1,403751,1
14278,20250721,1430,82,7,60,11,1,0,173744,1
14279,20240227,723,246,7,28,317,0,1,304001,1
14280,20241113,2042,575,10,3,59,0,0,409143,1
14281,20240906,1160,344,12,21,188,0,1,138347,1
14282,20240625,1788,465,6,52,208,0,1,311080,1
14283,20240725,2202,574,5,8,181,0,1,67777,0
14284,20240616,713,574,1,31,175,0,1,283861,1
14285,20240525,1587,574,7,35,106,0,0,105738,0
14286,20251011,2150,574,17,36,126,0,0,15604,0
14287,20240103,2376,431,17,8,251,0,1,239008,1
14288,20250219,412,574,12,25,168,0,1,199552,0
14289,20250903,1742,523,15,28,202,0,1,390944,1
14290,20250716,1080,591,16,51,183,0,0,100532,1
14291,20250429,683,574,12,30,109,0,0,291191,0
14292,20250201,396,368,10,20,307,0,1,131104,1
14293,20240923,1515,2,18,5,163,0,1,364399,1
14294,20240301,793,594,17,47,215,0,0,246963,1
14295,20250715,1716,362,1,51,118,0,0,396932,1
14296,20240909,680,574,11,2,129,0,0,84219,1
14297,20250811,4,279,20,41,16,1,0,497189,1
